report_id,company_inn,subject_inn,item_type,item_index,name,related_inn,related_ogrn,role,position,code,description,share,amount,date_from,active,registration_date,address,phone_type,phone_code,phone_number,auth_person_name,auth_person_position,details_json
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,16,,,,other,,74.10,Деятельность специализированная в области дизайна,,,,,,,,,,,,"{""code"":""74.10"",""description"":""Деятельность специализированная в области дизайна""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,17,,,,other,,47.19,Торговля розничная прочая в неспециализированных магазинах,,,,,,,,,,,,"{""code"":""47.19"",""description"":""Торговля розничная прочая в неспециализированных магазинах""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,18,,,,other,,47.99,"Торговля розничная прочая вне магазинов, палаток, рынков",,,,,,,,,,,,"{""code"":""47.99"",""description"":""Торговля розничная прочая вне магазинов, палаток, рынков""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,19,,,,other,,46.73,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",,,,,,,,,,,,"{""code"":""46.73"",""description"":""Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,20,,,,other,,46.13,Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами,,,,,,,,,,,,"{""code"":""46.13"",""description"":""Деятельность агентов по оптовой торговле лесоматериалами и строительными материалами""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,21,,,,other,,43.32,Работы столярные и плотничные,,,,,,,,,,,,"{""code"":""43.32"",""description"":""Работы столярные и плотничные""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,22,,,,other,,43.29,Производство прочих строительно-монтажных работ,,,,,,,,,,,,"{""code"":""43.29"",""description"":""Производство прочих строительно-монтажных работ""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,23,,,,other,,43.91,Производство кровельных работ,,,,,,,,,,,,"{""code"":""43.91"",""description"":""Производство кровельных работ""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,24,,,,other,,41.10,Разработка строительных проектов,,,,,,,,,,,,"{""code"":""41.10"",""description"":""Разработка строительных проектов""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,activity,25,,,,other,,43.34,Производство малярных и стекольных работ,,,,,,,,,,,,"{""code"":""43.34"",""description"":""Производство малярных и стекольных работ""}"
e1d9f02f-3c82-554b-ac75-aad2acdaa94d,9727128465,9727128465,tax_system,0,Общая система налогообложения,,,tax_system,,ОСНО,,,,,,,,,,,,,"{""fullName"":""Общая система налогообложения"",""shortName"":""ОСНО""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,founder,0,ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ,370260725555,,founder,,,,100,10000,2015-09-23T21:00:00.000Z,True,,,,,,,,"{""name"":""ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ"",""inn"":""370260725555"",""amount"":10000,""share"":100,""dateFrom"":{""$date"":""2015-09-23T21:00:00.000Z""},""active"":true}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,founder,1,ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ,370260725555,,founder,,,,100,100000000,2015-09-23T21:00:00.000Z,True,,,,,,,,"{""name"":""ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ"",""inn"":""370260725555"",""amount"":100000000,""share"":100,""dateFrom"":{""$date"":""2015-09-23T21:00:00.000Z""},""active"":true}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,director,0,МИХАЙЛЮК АЛЕКСАНДР АЛЕКСАНДРОВИЧ,713201968240,,director,ДИРЕКТОР,,,,,2026-06-07T21:00:00.000Z,,,,,,,,,"{""name"":""МИХАЙЛЮК АЛЕКСАНДР АЛЕКСАНДРОВИЧ"",""positionName"":""ДИРЕКТОР"",""inn"":""713201968240"",""positionDate"":{""$date"":""2026-06-07T21:00:00.000Z""}}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,0,"ООО ""ТЕПЛОПРОМ ПЛЮС""",3702263775,1213700013119,related_company,,,,,,,,2021-10-06T21:00:00.000Z,,,,,ГАЛАЙ СЕРГЕЙ НИКОЛАЕВИЧ,ДИРЕКТОР,"{""inn"":""3702263775"",""ogrn"":""1213700013119"",""name"":""ООО \""ТЕПЛОПРОМ ПЛЮС\"""",""registrationDate"":{""$date"":""2021-10-06T21:00:00.000Z""},""authPersonName"":""ГАЛАЙ СЕРГЕЙ НИКОЛАЕВИЧ"",""authPersonPosition"":""ДИРЕКТОР""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,1,"ООО ""СОИНТЕК""",3711026900,1103711000656,related_company,,,,,,,,2010-04-28T20:00:00.000Z,,,,,ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ,ДИРЕКТОР,"{""inn"":""3711026900"",""ogrn"":""1103711000656"",""name"":""ООО \""СОИНТЕК\"""",""registrationDate"":{""$date"":""2010-04-28T20:00:00.000Z""},""authPersonName"":""ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ"",""authPersonPosition"":""ДИРЕКТОР""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,2,"ООО ""ЗЕРНОПРОДУКТ""",7113067263,1077142000650,related_company,,,,,,,,2007-07-18T20:00:00.000Z,,,,,МИХАЙЛЮК АЛЕКСАНДР АЛЕКСАНДРОВИЧ,ДИРЕКТОР,"{""inn"":""7113067263"",""ogrn"":""1077142000650"",""name"":""ООО \""ЗЕРНОПРОДУКТ\"""",""registrationDate"":{""$date"":""2007-07-18T20:00:00.000Z""},""authPersonName"":""МИХАЙЛЮК АЛЕКСАНДР АЛЕКСАНДРОВИЧ"",""authPersonPosition"":""ДИРЕКТОР""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,3,"ООО ""ТЕХСНАБИНВЕСТ""",3702012041,1033700059480,related_company,,,,,,,,2003-01-30T21:00:00.000Z,,,,,ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,"{""inn"":""3702012041"",""ogrn"":""1033700059480"",""name"":""ООО \""ТЕХСНАБИНВЕСТ\"""",""registrationDate"":{""$date"":""2003-01-30T21:00:00.000Z""},""authPersonName"":""ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ"",""authPersonPosition"":""ГЕНЕРАЛЬНЫЙ ДИРЕКТОР""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,4,"ООО ""СК ЛИДЕР ИНВЕСТ""",3700018827,1243700003535,related_company,,,,,,,,2024-04-10T21:00:00.000Z,,,,,ГРУЗДЕВ НИКОЛАЙ ВАЛЕРЬЕВИЧ,ДИРЕКТОР,"{""inn"":""3700018827"",""ogrn"":""1243700003535"",""name"":""ООО \""СК ЛИДЕР ИНВЕСТ\"""",""registrationDate"":{""$date"":""2024-04-10T21:00:00.000Z""},""authPersonName"":""ГРУЗДЕВ НИКОЛАЙ ВАЛЕРЬЕВИЧ"",""authPersonPosition"":""ДИРЕКТОР""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,5,"ООО ""САВТЕКС""",3702240746,1203700005960,related_company,,,,,,,,2020-03-19T21:00:00.000Z,,,,,ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ,ДИРЕКТОР,"{""inn"":""3702240746"",""ogrn"":""1203700005960"",""name"":""ООО \""САВТЕКС\"""",""registrationDate"":{""$date"":""2020-03-19T21:00:00.000Z""},""authPersonName"":""ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ"",""authPersonPosition"":""ДИРЕКТОР""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,related_company,6,ИП ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ,370260725555,316370200097435,related_company,,,,,,,,,,,,,,,"{""inn"":""370260725555"",""ogrn"":""316370200097435"",""name"":""ИП ПОТАПЕНКО АРТЁМ ВИКТОРОВИЧ""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,0,,,,main,,14.12,Производство спецодежды,,,,,,,,,,,,"{""code"":""14.12"",""description"":""Производство спецодежды""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,1,,,,other,,47.51,Торговля розничная текстильными изделиями в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.51"",""description"":""Торговля розничная текстильными изделиями в специализированных магазинах""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,2,,,,other,,46.41,Торговля оптовая текстильными изделиями,,,,,,,,,,,,"{""code"":""46.41"",""description"":""Торговля оптовая текстильными изделиями""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,3,,,,other,,46.41.2,Торговля оптовая галантерейными изделиями,,,,,,,,,,,,"{""code"":""46.41.2"",""description"":""Торговля оптовая галантерейными изделиями""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,4,,,,other,,13.92,"Производство готовых текстильных изделий, кроме одежды",,,,,,,,,,,,"{""code"":""13.92"",""description"":""Производство готовых текстильных изделий, кроме одежды""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,5,,,,other,,47.71,Торговля розничная одеждой в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.71"",""description"":""Торговля розничная одеждой в специализированных магазинах""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,6,,,,other,,45.31,"Торговля оптовая автомобильными деталями, узлами и принадлежностями",,,,,,,,,,,,"{""code"":""45.31"",""description"":""Торговля оптовая автомобильными деталями, узлами и принадлежностями""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,7,,,,other,,49.4,Деятельность автомобильного грузового транспорта и услуги по перевозкам,,,,,,,,,,,,"{""code"":""49.4"",""description"":""Деятельность автомобильного грузового транспорта и услуги по перевозкам""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,8,,,,other,,46.42,Торговля оптовая одеждой и обувью,,,,,,,,,,,,"{""code"":""46.42"",""description"":""Торговля оптовая одеждой и обувью""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,9,,,,other,,46.64,"Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств",,,,,,,,,,,,"{""code"":""46.64"",""description"":""Торговля оптовая машинами и оборудованием для текстильного, швейного и трикотажного производств""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,10,,,,other,,46.76,Торговля оптовая прочими промежуточными продуктами,,,,,,,,,,,,"{""code"":""46.76"",""description"":""Торговля оптовая прочими промежуточными продуктами""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,11,,,,other,,13.10,Подготовка и прядение текстильных волокон,,,,,,,,,,,,"{""code"":""13.10"",""description"":""Подготовка и прядение текстильных волокон""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,12,,,,other,,13.20,Производство текстильных тканей,,,,,,,,,,,,"{""code"":""13.20"",""description"":""Производство текстильных тканей""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,13,,,,other,,13.30,Отделка тканей и текстильных изделий,,,,,,,,,,,,"{""code"":""13.30"",""description"":""Отделка тканей и текстильных изделий""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,14,,,,other,,14.12,Производство спецодежды,,,,,,,,,,,,"{""code"":""14.12"",""description"":""Производство спецодежды""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,15,,,,other,,68.20,Аренда и управление собственным или арендованным недвижимым имуществом,,,,,,,,,,,,"{""code"":""68.20"",""description"":""Аренда и управление собственным или арендованным недвижимым имуществом""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,16,,,,other,,14.19,Производство прочей одежды и аксессуаров одежды,,,,,,,,,,,,"{""code"":""14.19"",""description"":""Производство прочей одежды и аксессуаров одежды""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,17,,,,other,,13.20.2,Производство хлопчатобумажных тканей,,,,,,,,,,,,"{""code"":""13.20.2"",""description"":""Производство хлопчатобумажных тканей""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,18,,,,other,,68.20.29,Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,,,,,,,,,,,,"{""code"":""68.20.29"",""description"":""Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,19,,,,other,,13.30.1,"Отбеливание и окрашивание текстиля, волокон, тканей и текстильных изделий, включая готовую одежду",,,,,,,,,,,,"{""code"":""13.30.1"",""description"":""Отбеливание и окрашивание текстиля, волокон, тканей и текстильных изделий, включая готовую одежду""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,activity,20,,,,other,,14.19.13,"Производство трикотажных или вязаных перчаток, рукавиц (варежек) и митенок",,,,,,,,,,,,"{""code"":""14.19.13"",""description"":""Производство трикотажных или вязаных перчаток, рукавиц (варежек) и митенок""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,phone,0,,,,phone,,,,,,,,,,,920,3581030,,,"{""phoneCode"":""920"",""phoneNumber"":""3581030""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,phone,1,,,,phone,,,,,,,,,,,920,3601777,,,"{""phoneCode"":""920"",""phoneNumber"":""3601777""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,phone,2,,,,phone,,,,,,,,,,,930,3417174,,,"{""phoneCode"":""930"",""phoneNumber"":""3417174""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,phone,3,,,,phone,,,,,,,,,,,930,3548555,,,"{""phoneCode"":""930"",""phoneNumber"":""3548555""}"
745ab158-ee00-5462-b373-f61f2290bc47,3711039473,3711039473,tax_system,0,Общая система налогообложения,,,tax_system,,ОСНО,,,,,,,,,,,,,"{""fullName"":""Общая система налогообложения"",""shortName"":""ОСНО""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,0,,,,main,,46.49,Торговля оптовая прочими бытовыми товарами,,,,,,,,,,,,"{""code"":""46.49"",""description"":""Торговля оптовая прочими бытовыми товарами""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,1,,,,other,,62.09,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",,,,,,,,,,,,"{""code"":""62.09"",""description"":""Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,2,,,,other,,47.99,"Торговля розничная прочая вне магазинов, палаток, рынков",,,,,,,,,,,,"{""code"":""47.99"",""description"":""Торговля розничная прочая вне магазинов, палаток, рынков""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,3,,,,other,,45.32,"Торговля розничная автомобильными деталями, узлами и принадлежностями",,,,,,,,,,,,"{""code"":""45.32"",""description"":""Торговля розничная автомобильными деталями, узлами и принадлежностями""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,4,,,,other,,45.31,"Торговля оптовая автомобильными деталями, узлами и принадлежностями",,,,,,,,,,,,"{""code"":""45.31"",""description"":""Торговля оптовая автомобильными деталями, узлами и принадлежностями""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,5,,,,other,,46.49,Торговля оптовая прочими бытовыми товарами,,,,,,,,,,,,"{""code"":""46.49"",""description"":""Торговля оптовая прочими бытовыми товарами""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,6,,,,other,,47.52,"Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах",,,,,,,,,,,,"{""code"":""47.52"",""description"":""Торговля розничная скобяными изделиями, лакокрасочными материалами и стеклом в специализированных магазинах""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,7,,,,other,,47.19,Торговля розничная прочая в неспециализированных магазинах,,,,,,,,,,,,"{""code"":""47.19"",""description"":""Торговля розничная прочая в неспециализированных магазинах""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,8,,,,other,,46.74,"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",,,,,,,,,,,,"{""code"":""46.74"",""description"":""Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,9,,,,other,,47.78,Торговля розничная прочая в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.78"",""description"":""Торговля розничная прочая в специализированных магазинах""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,10,,,,other,,46.43,Торговля оптовая бытовыми электротоварами,,,,,,,,,,,,"{""code"":""46.43"",""description"":""Торговля оптовая бытовыми электротоварами""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,11,,,,other,,47.89,Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами,,,,,,,,,,,,"{""code"":""47.89"",""description"":""Торговля розничная в нестационарных торговых объектах и на рынках прочими товарами""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,12,,,,other,,46.44,Торговля оптовая изделиями из керамики и стекла и чистящими средствами,,,,,,,,,,,,"{""code"":""46.44"",""description"":""Торговля оптовая изделиями из керамики и стекла и чистящими средствами""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,13,,,,other,,49.42,Предоставление услуг по перевозкам,,,,,,,,,,,,"{""code"":""49.42"",""description"":""Предоставление услуг по перевозкам""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,14,,,,other,,46.61.2,Торговля оптовая садово-огородной техникой и инвентарем,,,,,,,,,,,,"{""code"":""46.61.2"",""description"":""Торговля оптовая садово-огородной техникой и инвентарем""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,15,,,,other,,47.59,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",,,,,,,,,,,,"{""code"":""47.59"",""description"":""Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,16,,,,other,,46.90,Торговля оптовая неспециализированная,,,,,,,,,,,,"{""code"":""46.90"",""description"":""Торговля оптовая неспециализированная""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,17,,,,other,,46.41.1,"Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий",,,,,,,,,,,,"{""code"":""46.41.1"",""description"":""Торговля оптовая текстильными изделиями, кроме текстильных галантерейных изделий""}"
14a77196-646e-552a-aabf-5949d0983a33,615513451530,615513451530,activity,18,,,,other,,47.91,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,,,,,,,,,,,,"{""code"":""47.91"",""description"":""Торговля розничная по почте или по информационно-коммуникационной сети Интернет""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,founder,0,КОММАНДИТНОЕ ТОВАРИЩЕСТВО СЕНАРИ ХОЛДИНГ ЛП,,,founder,,,,99,5979981372,2023-11-30T21:00:00.000Z,True,,,,,,,,"{""name"":""КОММАНДИТНОЕ ТОВАРИЩЕСТВО СЕНАРИ ХОЛДИНГ ЛП"",""amount"":{""$numberLong"":""5979981372""},""share"":99,""dateFrom"":{""$date"":""2023-11-30T21:00:00.000Z""},""active"":true}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,founder,1,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУП АДЕО""",,,founder,,,,0,418628,2008-12-16T21:00:00.000Z,True,,,,,,,,"{""name"":""АКЦИОНЕРНОЕ ОБЩЕСТВО \""ГРУП АДЕО\"""",""amount"":418628,""share"":0,""dateFrom"":{""$date"":""2008-12-16T21:00:00.000Z""},""active"":true}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,director,0,"ДЕФАССЬЕ ЛОРАН, ЛУИ, КЛОД ",772583829309,,director,ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,,,,,2021-12-06T21:00:00.000Z,,,,,,,,,"{""name"":""ДЕФАССЬЕ ЛОРАН, ЛУИ, КЛОД "",""positionName"":""ГЕНЕРАЛЬНЫЙ ДИРЕКТОР"",""inn"":""772583829309"",""positionDate"":{""$date"":""2021-12-06T21:00:00.000Z""}}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,related_company,0,"ООО ""ПРО ВОСТОК""",7725498851,1187746914959,related_company,,,,,,,,2018-11-05T21:00:00.000Z,,,,,"ДЕФАССЬЕ ЛОРАН, ЛУИ, КЛОД null",ГЕНЕРАЛЬНЫЙ ДИРЕКТОР,"{""inn"":""7725498851"",""ogrn"":""1187746914959"",""name"":""ООО \""ПРО ВОСТОК\"""",""registrationDate"":{""$date"":""2018-11-05T21:00:00.000Z""},""authPersonName"":""ДЕФАССЬЕ ЛОРАН, ЛУИ, КЛОД null"",""authPersonPosition"":""ГЕНЕРАЛЬНЫЙ ДИРЕКТОР""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,0,,,,main,,47.59,"Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах",,,,,,,,,,,,"{""code"":""47.59"",""description"":""Торговля розничная мебелью, осветительными приборами и прочими бытовыми изделиями в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,1,,,,other,,13.92,"Производство готовых текстильных изделий, кроме одежды",,,,,,,,,,,,"{""code"":""13.92"",""description"":""Производство готовых текстильных изделий, кроме одежды""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,2,,,,other,,46.44.1,Торговля оптовая изделиями из керамики и стекла,,,,,,,,,,,,"{""code"":""46.44.1"",""description"":""Торговля оптовая изделиями из керамики и стекла""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,3,,,,other,,43.34,Производство малярных и стекольных работ,,,,,,,,,,,,"{""code"":""43.34"",""description"":""Производство малярных и стекольных работ""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,4,,,,other,,46.73,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",,,,,,,,,,,,"{""code"":""46.73"",""description"":""Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,5,,,,other,,46.90,Торговля оптовая неспециализированная,,,,,,,,,,,,"{""code"":""46.90"",""description"":""Торговля оптовая неспециализированная""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,6,,,,other,,47.52.72,Торговля розничная кирпичом в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.52.72"",""description"":""Торговля розничная кирпичом в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,7,,,,other,,47.59.2,"Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах",,,,,,,,,,,,"{""code"":""47.59.2"",""description"":""Торговля розничная различной домашней утварью, ножевыми изделиями, посудой, изделиями из стекла и керамики, в том числе фарфора и фаянса в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,8,,,,other,,47.52.5,Торговля розничная санитарно-техническим оборудованием в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.52.5"",""description"":""Торговля розничная санитарно-техническим оборудованием в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,9,,,,other,,47.91,Торговля розничная по почте или по информационно-коммуникационной сети Интернет,,,,,,,,,,,,"{""code"":""47.91"",""description"":""Торговля розничная по почте или по информационно-коммуникационной сети Интернет""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,10,,,,other,,52.29,"Деятельность вспомогательная прочая, связанная с перевозками",,,,,,,,,,,,"{""code"":""52.29"",""description"":""Деятельность вспомогательная прочая, связанная с перевозками""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,11,,,,other,,95.22.1,Ремонт бытовой техники,,,,,,,,,,,,"{""code"":""95.22.1"",""description"":""Ремонт бытовой техники""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,12,,,,other,,16.29.14,"Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева",,,,,,,,,,,,"{""code"":""16.29.14"",""description"":""Производство деревянных рам для картин, фотографий, зеркал или аналогичных предметов и прочих изделий из дерева""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,13,,,,other,,47.19,Торговля розничная прочая в неспециализированных магазинах,,,,,,,,,,,,"{""code"":""47.19"",""description"":""Торговля розничная прочая в неспециализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,14,,,,other,,46.47.1,Торговля оптовая бытовой мебелью,,,,,,,,,,,,"{""code"":""46.47.1"",""description"":""Торговля оптовая бытовой мебелью""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,15,,,,other,,46.43.1,Торговля оптовая электрической бытовой техникой,,,,,,,,,,,,"{""code"":""46.43.1"",""description"":""Торговля оптовая электрической бытовой техникой""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,16,,,,other,,46.73.7,Торговля оптовая обоями,,,,,,,,,,,,"{""code"":""46.73.7"",""description"":""Торговля оптовая обоями""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,17,,,,other,,47.54,Торговля розничная бытовыми электротоварами в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.54"",""description"":""Торговля розничная бытовыми электротоварами в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,18,,,,other,,47.52.6,Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах,,,,,,,,,,,,"{""code"":""47.52.6"",""description"":""Торговля розничная садово-огородной техникой и инвентарем в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,19,,,,other,,47.76.1,"Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах",,,,,,,,,,,,"{""code"":""47.76.1"",""description"":""Торговля розничная цветами и другими растениями, семенами и удобрениями в специализированных магазинах""}"
4c66584d-4c34-5d00-b2e6-10250f9b938d,5029069967,5029069967,activity,20,,,,other,,70.10.2,Деятельность по управлению холдинг-компаниями,,,,,,,,,,,,"{""code"":""70.10.2"",""description"":""Деятельность по управлению холдинг-компаниями""}"
