report_id,company_inn,year,proceeds,profit,total_assets,current_assets_total,stocks,receivables,bankroll,uncurrent_assets_total,fixed_assets,total_liabilities,capitals,long_term_duties_total,long_term_duties_others,short_term_liabilities_total,borrowed_funds,accounts_payable,sustainability,solvency,profitability
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,2024,1673308000,13595000,65208000,58665000,1635000,49520000,1203000,6543000,1957000,65208000,-1943000,501000,,66650000,17975000,48595000,,,
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,2023,1048472000,4699000,40759000,38243000,1552000,27251000,2640000,2516000,2516000,40759000,5242000,500000,,35017000,17975000,17042000,,,
8856983d-82c8-5093-a48e-07645e6b3369,7714497158,2024,60876000,,21049000,,1810000,16214000,3025000,,,21049000,2159000,,,,,4414000,,,
8856983d-82c8-5093-a48e-07645e6b3369,7714497158,2023,19293000,,7506000,,28000,5242000,2237000,,,7506000,2215000,,,,,2479000,,,
ffb3db49-f1e3-5c42-8446-23815f3ff738,6731007348,2025,14115000,,9690000,,7144000,1700000,846000,,,9690000,-8388000,,,,,18078000,,,
ffb3db49-f1e3-5c42-8446-23815f3ff738,6731007348,2024,6011000,-2901000,8248000,8248000,7011000,402000,835000,,,8248000,-3589000,,,11837000,,11837000,,,
ffb3db49-f1e3-5c42-8446-23815f3ff738,6731007348,2023,7114000,-2285000,5249000,5249000,2936000,473000,1840000,,,5249000,-1256000,,,6504000,,6505000,,,
16e43b54-1748-50d8-a532-ccd614740511,9201513489,2025,2473000,,1628000,,,64000,134000,,1430000,1628000,1055000,,,,,524000,,,
16e43b54-1748-50d8-a532-ccd614740511,9201513489,2024,0,,39000,,,36000,2000,,0,39000,-4000,,,,,4000,,,
16e43b54-1748-50d8-a532-ccd614740511,9201513489,2023,,,0,,,0,0,,0,0,0,,,,,0,,,
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,2025,17289000,,10000,,0,0,10000,,,10000,10000,,,,,0,,,
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,2024,14149000,,8552000,,3152000,5186000,214000,,,8552000,4147000,,,,,892000,,,
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,2023,6486000,,3882000,,484000,3049000,349000,,,3882000,122000,,,,,1559000,,,
0cfddfc6-c7dd-5188-9a03-b34a82ec6e0f,6311087260,2025,37829000,,81610000,,57322000,23582000,75000,,632000,81610000,26269000,,,,,45580000,,,
0cfddfc6-c7dd-5188-9a03-b34a82ec6e0f,6311087260,2024,60326000,,68970000,,46704000,21393000,241000,,632000,68970000,27105000,,,,,35425000,,,
0cfddfc6-c7dd-5188-9a03-b34a82ec6e0f,6311087260,2023,74035000,,67153000,,45117000,20396000,1008000,,632000,67153000,23948000,,,,,38752000,,,
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,2025,4532419000,328673000,2606363000,2156447000,816242000,1229687000,63418000,449916000,59935000,2606363000,833384000,2391000,0,1770588000,712894000,1050118000,0.33,1.48,7.3
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,2024,5285666000,435399000,2420618000,1963836000,608992000,1222496000,120794000,456782000,69204000,2420618000,774673000,8890000,4441000,1637055000,587980000,1043711000,,,
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,2023,3823917000,255835000,1555915000,1491195000,938897000,536200000,15545000,64720000,60606000,1555915000,211466000,110896000,1875000,1233553000,521810000,703905000,,,
2137cbe1-45a7-567f-96dd-073fc4350bcf,3715005612,2025,3369000,,993000,,261000,557000,175000,,,993000,122000,,,,,871000,,,
2137cbe1-45a7-567f-96dd-073fc4350bcf,3715005612,2024,0,,0,,0,0,0,,,0,0,,,,,0,,,
2137cbe1-45a7-567f-96dd-073fc4350bcf,3715005612,2023,,,0,10000,0,0,0,,,0,0,,,,,0,,,
5f748cc7-62d5-50cf-8daa-c302d69b7c78,4720028039,2023,0,,52322000,,20309000,29113000,173000,,2706000,52322000,31647000,,18000,,,20247000,,,
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,2025,514653000,,74714000,,7110000,65315000,44000,,2245000,74714000,32532000,,547000,,487000,41148000,,,
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,2024,371962000,16473000,77908000,71863000,14667000,56574000,622000,6045000,6045000,77908000,27999000,5905000,2067000,44004000,487000,47355000,0.44,1.57,4.4
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,2023,325443000,8513000,47856000,40935000,1484000,37818000,1633000,6921000,6921000,47856000,15983000,6659000,3831000,25214000,487000,27555000,,,
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,2025,214981000,,130509000,,33000,108574000,3560000,,18012000,130509000,28145000,,3583000,,,92211000,,,
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,2024,124939000,,52596000,,10000,29805000,563000,,18686000,52596000,8003000,,4561000,,,35332000,,,
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,2023,19737000,,9135000,,0,8134000,1002000,,0,9135000,346000,,0,,,8669000,,,
