report_id,company_inn,source,year,role,case_status,case_count,amount
d7239c5b-0429-5e79-b336-930fb4b49bfc,7104080194,status,,plaintiff,finished,2,3421567
6cbb9654-4d6f-5d6d-8f17-352fb91b8330,233000064283,status,,all,all,1,70000
6cbb9654-4d6f-5d6d-8f17-352fb91b8330,233000064283,status,,defendant,finished,1,70000
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,yearly,2026,plaintiff,all,1,2252863
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,yearly,2026,defendant,all,3,8680143
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,yearly,2025,plaintiff,all,0,0
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,yearly,2025,defendant,all,1,1000
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,yearly,2024,plaintiff,all,3,115400082
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,yearly,2024,defendant,all,0,0
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,status,,all,all,9,127272070
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,status,,plaintiff,finished,4,116338063
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,status,,plaintiff,pending,1,2252863
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,status,,defendant,finished,2,247191
53b98f17-76f4-580e-a522-93f3b9364e70,2016003057,status,,defendant,pending,2,8433953
7a6ab209-4410-550a-9081-70e530733010,234701002417,yearly,2026,plaintiff,all,0,0
7a6ab209-4410-550a-9081-70e530733010,234701002417,yearly,2026,defendant,all,1,0
7a6ab209-4410-550a-9081-70e530733010,234701002417,status,,all,all,7,6799111
7a6ab209-4410-550a-9081-70e530733010,234701002417,status,,plaintiff,finished,3,6799111
7a6ab209-4410-550a-9081-70e530733010,234701002417,status,,defendant,finished,3,
7a6ab209-4410-550a-9081-70e530733010,234701002417,status,,defendant,pending,1,
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,yearly,2025,plaintiff,all,0,0
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,yearly,2025,defendant,all,0,0
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,yearly,2024,plaintiff,all,0,0
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,yearly,2024,defendant,all,1,544051
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,status,,all,all,1,544051
8ae69702-d884-54c3-8945-b1104087aefe,9721079780,status,,defendant,finished,1,544051
ffb3db49-f1e3-5c42-8446-23815f3ff738,6731007348,status,,all,all,3,288672
ffb3db49-f1e3-5c42-8446-23815f3ff738,6731007348,status,,plaintiff,finished,3,288672
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,yearly,2024,plaintiff,all,0,0
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,yearly,2024,defendant,all,1,500
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,status,,all,all,1,500
3ab9fbb5-ae00-51ff-9d37-36471dfc7e40,9724033310,status,,defendant,finished,1,500
5155bb3c-ce61-57cc-bd67-f926d5b1d39a,770804624926,yearly,2025,plaintiff,all,2,0
5155bb3c-ce61-57cc-bd67-f926d5b1d39a,770804624926,yearly,2025,defendant,all,0,0
5155bb3c-ce61-57cc-bd67-f926d5b1d39a,770804624926,yearly,2023,plaintiff,all,1,48400
5155bb3c-ce61-57cc-bd67-f926d5b1d39a,770804624926,yearly,2023,defendant,all,0,0
5155bb3c-ce61-57cc-bd67-f926d5b1d39a,770804624926,status,,all,all,3,48400
5155bb3c-ce61-57cc-bd67-f926d5b1d39a,770804624926,status,,plaintiff,finished,2,48400
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2026,plaintiff,all,1,11227124
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2026,defendant,all,0,0
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2025,plaintiff,all,5,16105407
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2025,defendant,all,6,26618452
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2024,plaintiff,all,7,4374872
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2024,defendant,all,6,46997598
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2023,plaintiff,all,3,37062085
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,yearly,2023,defendant,all,0,0
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,status,,all,all,70,245304406
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,status,,plaintiff,finished,43,143058159
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,status,,plaintiff,pending,1,11227124
6634710c-504b-51f0-8436-6ba9b12c5c55,3123346195,status,,defendant,finished,26,91019123
5f748cc7-62d5-50cf-8daa-c302d69b7c78,4720028039,status,,all,all,4,7154750
5f748cc7-62d5-50cf-8daa-c302d69b7c78,4720028039,status,,plaintiff,finished,1,3539570
5f748cc7-62d5-50cf-8daa-c302d69b7c78,4720028039,status,,defendant,finished,3,3615180
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,yearly,2026,plaintiff,all,0,0
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,yearly,2026,defendant,all,1,1529258
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,yearly,2025,plaintiff,all,0,0
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,yearly,2025,defendant,all,2,2500
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,yearly,2024,plaintiff,all,0,0
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,yearly,2024,defendant,all,1,461960
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,status,,all,all,6,2588390
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,status,,defendant,finished,5,1059131
0003b9aa-e9d9-5411-a626-617b0fc88876,010701412150,status,,defendant,pending,1,1529259
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,yearly,2024,plaintiff,all,0,0
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,yearly,2024,defendant,all,1,23600
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,status,,all,all,1,23600
3fc02950-2ac6-5c07-ae6a-d312f3b070a5,5074059470,status,,defendant,finished,1,23600
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,yearly,2026,plaintiff,all,3,24357598
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,yearly,2026,defendant,all,0,0
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,yearly,2025,plaintiff,all,6,120044298
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,yearly,2025,defendant,all,0,0
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,status,,all,all,8,144401898
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,status,,plaintiff,finished,5,92648027
a8110af7-d22c-5fe2-b280-e052af603901,8905068592,status,,plaintiff,pending,1,10113736
